date,pm25,pm10,o3,no2,so2,co
2023/7/22,63.0,22.0,41.0,6.0,1.0,3.0
2023/7/23,55.0,32.0,46.0,8.0,2.0,4.0
2023/7/24,71.0,18.0,36.0,4.0,1.0,3.0
2023/7/25,49.0,23.0,24.0,2.0,2.0,2.0
2023/7/26,44.0,19.0,15.0,2.0,3.0,2.0
2023/7/27,40.0,21.0,13.0,2.0,3.0,2.0
2023/7/28,36.0,18.0,12.0,4.0,3.0,2.0
2023/7/29,40.0,17.0,22.0,5.0,2.0,2.0
2023/7/30,42.0,23.0,20.0,6.0,2.0,2.0
2023/7/31,57.0,18.0,17.0,5.0,2.0,2.0
2023/8/1,52.0,21.0,20.0,4.0,1.0,2.0
2023/8/2,61.0,29.0,17.0,4.0,2.0,2.0
2023/8/3,64.0,24.0,16.0,4.0,1.0,3.0
2023/8/4,58.0,24.0,20.0,5.0,2.0,3.0
2023/8/5,64.0,30.0,42.0,9.0,1.0,5.0
2023/8/6,71.0,25.0,28.0,7.0,3.0,4.0
2023/8/7,64.0,29.0,41.0,5.0,1.0,6.0
2023/8/8,67.0,31.0,39.0,6.0,2.0,6.0
2023/8/9,71.0,40.0,90.0,6.0,2.0,6.0
2023/8/10,88.0,53.0,112.0,9.0,1.0,6.0
2023/8/11,107.0,44.0,93.0,7.0,1.0,5.0
2023/8/12,108.0,28.0,54.0,6.0,2.0,4.0
2023/8/13,61.0,24.0,34.0,6.0,2.0,5.0
2023/8/14,55.0,27.0,29.0,6.0,4.0,5.0
2023/8/15,64.0,37.0,46.0,9.0,4.0,5.0
2023/8/16,76.0,31.0,46.0,8.0,4.0,6.0
2023/8/17,81.0,25.0,46.0,6.0,4.0,6.0
2023/8/18,74.0,28.0,41.0,3.0,4.0,4.0
2023/8/19,79.0,24.0,36.0,4.0,4.0,4.0
2023/8/20,63.0,27.0,79.0,6.0,2.0,3.0
2023/8/21,72.0,36.0,74.0,8.0,2.0,5.0
2023/8/22,84.0,27.0,51.0,10.0,5.0,5.0
2023/8/23,81.0,31.0,92.0,10.0,5.0,5.0
2023/8/24,72.0,31.0,77.0,8.0,1.0,4.0
2023/8/25,63.0,28.0,61.0,7.0,2.0,3.0
2023/8/26,58.0,20.0,28.0,6.0,1.0,3.0
2023/8/27,51.0,17.0,32.0,9.0,2.0,4.0
2023/8/28,38.0,15.0,28.0,12.0,1.0,6.0
2023/8/29,49.0,10.0,38.0,10.0,1.0,4.0
2023/8/30,42.0,22.0,40.0,13.0,2.0,5.0
2023/8/31,73.0,15.0,44.0,9.0,4.0,3.0
2023/9/1,46.0,34.0,59.0,6.0,4.0,3.0
2023/9/2,65.0,29.0,56.0,8.0,3.0,5.0
2023/9/3,62.0,20.0,18.0,9.0,2.0,6.0
2023/9/4,53.0,25.0,25.0,9.0,2.0,6.0
2023/9/5,59.0,23.0,26.0,7.0,1.0,6.0
2023/9/6,63.0,38.0,44.0,8.0,1.0,7.0
2023/9/7,80.0,26.0,51.0,9.0,1.0,5.0
2023/9/8,67.0,25.0,59.0,11.0,1.0,6.0
2023/9/9,56.0,29.0,74.0,9.0,1.0,5.0
2023/9/10,57.0,35.0,68.0,11.0,2.0,6.0
2023/9/11,66.0,26.0,38.0,9.0,2.0,5.0
2023/9/12,60.0,24.0,34.0,11.0,2.0,5.0
2023/9/13,58.0,20.0,28.0,12.0,2.0,6.0
2023/9/14,56.0,21.0,24.0,20.0,2.0,6.0
2023/9/15,64.0,26.0,25.0,23.0,1.0,8.0
2023/9/16,76.0,43.0,92.0,18.0,2.0,9.0
2023/9/17,113.0,37.0,78.0,8.0,1.0,7.0
2023/9/18,105.0,22.0,58.0,8.0,2.0,5.0
2023/9/19,60.0,21.0,40.0,9.0,2.0,5.0
2023/9/20,46.0,21.0,39.0,11.0,3.0,5.0
2023/9/21,49.0,17.0,30.0,12.0,3.0,5.0
2023/9/22,52.0,13.0,32.0,14.0,2.0,4.0
2023/9/23,45.0,19.0,29.0,14.0,2.0,3.0
2023/9/24,51.0,42.0,38.0,21.0,2.0,6.0
2023/9/25,86.0,46.0,52.0,13.0,2.0,6.0
2023/9/26,110.0,43.0,63.0,12.0,1.0,6.0
2023/9/27,115.0,39.0,44.0,11.0,1.0,6.0
2023/9/28,110.0,42.0,62.0,9.0,2.0,5.0
2023/9/29,111.0,29.0,40.0,9.0,2.0,7.0
2023/9/30,99.0,17.0,46.0,9.0,3.0,4.0
2023/10/1,58.0,20.0,41.0,10.0,2.0,3.0
2023/10/2,36.0,22.0,40.0,11.0,4.0,4.0
2023/10/3,43.0,19.0,43.0,8.0,3.0,5.0
2023/10/4,47.0,35.0,38.0,8.0,3.0,4.0
2023/10/5,53.0,26.0,35.0,8.0,2.0,4.0
2023/10/6,41.0,23.0,37.0,9.0,2.0,4.0
2023/10/7,45.0,16.0,37.0,9.0,2.0,6.0
2023/10/8,42.0,33.0,40.0,14.0,2.0,6.0
2023/10/9,77.0,40.0,49.0,12.0,2.0,6.0
2023/10/10,97.0,27.0,47.0,12.0,2.0,5.0
2023/10/11,66.0,24.0,41.0,12.0,2.0,5.0
2023/10/12,66.0,18.0,41.0,12.0,2.0,6.0
2023/10/13,64.0,51.0,57.0,26.0,3.0,8.0
2023/10/14,144.0,62.0,62.0,23.0,3.0,8.0
2023/10/15,149.0,67.0,72.0,27.0,3.0,11.0
2023/10/16,149.0,54.0,74.0,17.0,3.0,6.0
2023/10/17,132.0,45.0,81.0,16.0,2.0,6.0
2023/10/18,104.0,61.0,91.0,23.0,3.0,7.0
2023/10/19,130.0,20.0,36.0,14.0,2.0,5.0
2023/10/20,66.0,33.0,34.0,15.0,3.0,5.0
2023/10/21,56.0,37.0,44.0,15.0,2.0,4.0
2023/10/22,64.0,28.0,46.0,14.0,2.0,4.0
2023/10/23,53.0,39.0,54.0,16.0,2.0,4.0
2023/10/24,73.0,57.0,74.0,27.0,3.0,7.0
2023/10/25,130.0,47.0,79.0,21.0,3.0,5.0
2023/10/26,129.0,47.0,58.0,20.0,2.0,5.0
2023/10/27,115.0,22.0,43.0,19.0,2.0,3.0
2023/10/28,42.0,38.0,56.0,13.0,2.0,4.0
2023/10/29,58.0,36.0,46.0,11.0,2.0,5.0
2023/10/30,68.0,40.0,65.0,16.0,3.0,5.0
2023/10/31,75.0,38.0,60.0,15.0,3.0,5.0
2023/11/1,74.0,29.0,54.0,11.0,3.0,4.0
2023/11/2,61.0,45.0,59.0,16.0,3.0,5.0
2023/11/3,84.0,30.0,32.0,13.0,2.0,4.0
2023/11/4,74.0,21.0,35.0,8.0,2.0,4.0
2023/11/5,47.0,31.0,28.0,11.0,2.0,6.0
2023/11/6,73.0,50.0,36.0,17.0,4.0,6.0
2023/11/7,79.0,46.0,34.0,18.0,3.0,5.0
2023/11/8,80.0,54.0,38.0,26.0,3.0,8.0
2023/11/9,118.0,21.0,35.0,7.0,2.0,5.0
2023/11/10,64.0,27.0,28.0,8.0,3.0,4.0
2023/11/11,47.0,33.0,25.0,11.0,3.0,6.0
2023/11/12,83.0,32.0,26.0,16.0,3.0,6.0
2023/11/13,74.0,60.0,28.0,31.0,3.0,9.0
2023/11/14,127.0,76.0,35.0,37.0,5.0,11.0
2023/11/15,164.0,87.0,30.0,26.0,3.0,9.0
2023/11/16,157.0,88.0,26.0,18.0,4.0,7.0
2023/11/17,90.0,49.0,23.0,21.0,4.0,7.0
2023/11/18,75.0,66.0,31.0,36.0,4.0,7.0
2023/11/19,114.0,83.0,42.0,40.0,5.0,10.0
2023/11/20,158.0,61.0,45.0,29.0,4.0,7.0
2023/11/21,130.0,55.0,40.0,35.0,4.0,6.0
2023/11/22,116.0,92.0,52.0,35.0,6.0,10.0
2023/11/23,163.0,30.0,29.0,10.0,3.0,5.0
2023/11/24,57.0,26.0,28.0,15.0,2.0,4.0
2023/11/25,49.0,44.0,24.0,22.0,3.0,4.0
2023/11/26,71.0,73.0,34.0,25.0,4.0,7.0
2023/11/27,145.0,84.0,37.0,26.0,5.0,9.0
2023/11/28,157.0,68.0,42.0,20.0,4.0,7.0
2023/11/29,129.0,34.0,23.0,12.0,3.0,5.0
2023/11/30,68.0,45.0,23.0,16.0,4.0,6.0
2023/12/1,85.0,50.0,22.0,26.0,4.0,8.0
2023/12/2,97.0,66.0,26.0,35.0,5.0,10.0
2023/12/3,148.0,70.0,24.0,37.0,4.0,8.0
2023/12/4,155.0,77.0,27.0,38.0,4.0,9.0
2023/12/5,166.0,88.0,29.0,31.0,5.0,8.0
2023/12/6,159.0,107.0,37.0,34.0,5.0,9.0
2023/12/7,149.0,70.0,36.0,27.0,4.0,7.0
2023/12/8,112.0,68.0,24.0,37.0,5.0,8.0
2023/12/9,126.0,52.0,17.0,29.0,3.0,7.0
2023/12/10,113.0,23.0,18.0,14.0,2.0,6.0
2023/12/11,78.0,45.0,17.0,15.0,3.0,7.0
2023/12/12,121.0,52.0,18.0,21.0,3.0,7.0
2023/12/13,120.0,49.0,27.0,26.0,4.0,7.0
2023/12/14,123.0,36.0,13.0,21.0,2.0,10.0
2023/12/15,95.0,44.0,23.0,10.0,3.0,9.0
2023/12/16,115.0,30.0,24.0,10.0,4.0,8.0
2023/12/17,79.0,19.0,20.0,14.0,2.0,5.0
2023/12/18,63.0,24.0,19.0,16.0,2.0,6.0
2023/12/19,73.0,54.0,23.0,14.0,4.0,7.0
2023/12/20,125.0,38.0,26.0,10.0,4.0,6.0
2023/12/21,85.0,41.0,22.0,15.0,4.0,8.0
2023/12/22,92.0,52.0,12.0,28.0,3.0,9.0
2023/12/23,117.0,74.0,21.0,32.0,5.0,10.0
2023/12/24,158.0,84.0,24.0,37.0,6.0,11.0
2023/12/25,167.0,86.0,23.0,36.0,5.0,9.0
2023/12/26,172.0,58.0,22.0,33.0,3.0,6.0
2023/12/27,152.0,70.0,19.0,41.0,4.0,9.0
2023/12/28,156.0,61.0,24.0,25.0,3.0,7.0
2023/12/29,153.0,75.0,20.0,29.0,3.0,9.0
2023/12/30,164.0,114.0,31.0,20.0,3.0,13.0
2023/12/31,220.0,67.0,28.0,19.0,3.0,8.0
2024/1/1,151.0,55.0,28.0,23.0,3.0,7.0
2024/1/2,113.0,76.0,28.0,23.0,3.0,10.0
2024/1/3,165.0,92.0,39.0,34.0,4.0,12.0
2024/1/4,179.0,75.0,25.0,38.0,6.0,10.0
2024/1/5,165.0,101.0,35.0,39.0,5.0,13.0
2024/1/6,192.0,55.0,29.0,16.0,4.0,8.0
2024/1/7,127.0,23.0,21.0,20.0,4.0,5.0
2024/1/8,55.0,71.0,22.0,34.0,4.0,8.0
2024/1/9,142.0,80.0,21.0,20.0,4.0,9.0
2024/1/10,171.0,85.0,27.0,31.0,4.0,10.0
2024/1/11,172.0,90.0,25.0,47.0,5.0,11.0
2024/1/12,174.0,109.0,35.0,49.0,5.0,12.0
2024/1/13,188.0,75.0,40.0,23.0,5.0,8.0
2024/1/14,161.0,25.0,27.0,10.0,3.0,5.0
2024/1/15,68.0,22.0,29.0,17.0,2.0,4.0
2024/1/16,40.0,42.0,31.0,27.0,4.0,6.0
2024/1/17,68.0,54.0,11.0,23.0,4.0,9.0
2024/1/18,131.0,40.0,23.0,13.0,3.0,8.0
2024/1/19,105.0,35.0,10.0,19.0,3.0,10.0
2024/1/20,103.0,45.0,25.0,13.0,3.0,9.0
2024/1/21,115.0,32.0,24.0,10.0,2.0,6.0
2024/1/22,78.0,34.0,23.0,12.0,4.0,7.0
2024/1/23,73.0,49.0,20.0,20.0,4.0,8.0
2024/1/24,99.0,58.0,21.0,29.0,5.0,10.0
2024/1/25,123.0,73.0,21.0,39.0,6.0,13.0
2024/1/26,159.0,83.0,20.0,39.0,6.0,12.0
2024/1/27,168.0,87.0,31.0,34.0,5.0,9.0
2024/1/28,172.0,78.0,34.0,27.0,4.0,8.0
2024/1/29,168.0,34.0,27.0,20.0,2.0,6.0
2024/1/30,90.0,20.0,12.0,26.0,2.0,6.0
2024/1/31,75.0,16.0,31.0,15.0,2.0,6.0
2024/2/1,54.0,26.0,26.0,10.0,2.0,4.0
2024/2/2,52.0,14.0,24.0,11.0,2.0,6.0
2024/2/3,51.0,25.0,23.0,15.0,2.0,8.0
2024/2/4,75.0,36.0,24.0,11.0,2.0,7.0
2024/2/5,105.0,54.0,26.0,13.0,3.0,7.0
2024/2/6,142.0,38.0,34.0,11.0,3.0,7.0
2024/2/7,98.0,53.0,42.0,12.0,4.0,8.0
2024/2/8,128.0,84.0,53.0,18.0,5.0,11.0
2024/2/9,178.0,108.0,41.0,16.0,5.0,9.0
2024/2/10,217.0,78.0,44.0,15.0,4.0,8.0
2024/2/11,160.0,77.0,51.0,10.0,4.0,7.0
2024/2/12,141.0,52.0,42.0,7.0,3.0,5.0
2024/2/13,95.0,49.0,42.0,11.0,3.0,5.0
2024/2/14,120.0,38.0,31.0,9.0,3.0,5.0
2024/2/15,100.0,24.0,34.0,5.0,3.0,4.0
2024/2/16,57.0,25.0,39.0,8.0,3.0,4.0
2024/2/17,57.0,29.0,31.0,10.0,3.0,6.0
2024/2/18,67.0,38.0,19.0,13.0,3.0,8.0
2024/2/19,96.0,19.0,25.0,7.0,3.0,5.0
2024/2/20,55.0,9.0,20.0,9.0,3.0,6.0
2024/2/21,41.0,21.0,19.0,9.0,,6.0
2024/2/22,67.0,41.0,21.0,12.0,3.0,8.0
2024/2/23,102.0,41.0,17.0,14.0,3.0,9.0
2024/2/24,115.0,59.0,34.0,10.0,3.0,8.0
2024/2/25,156.0,54.0,38.0,11.0,3.0,7.0
2024/2/26,129.0,55.0,33.0,13.0,3.0,7.0
2024/2/27,110.0,29.0,22.0,21.0,3.0,6.0
2024/2/28,81.0,13.0,34.0,19.0,3.0,8.0
2024/2/29,62.0,37.0,33.0,6.0,3.0,5.0
2024/3/1,70.0,54.0,36.0,15.0,3.0,6.0
2024/3/2,108.0,59.0,46.0,17.0,4.0,7.0
2024/3/3,128.0,32.0,38.0,18.0,3.0,6.0
2024/3/4,70.0,24.0,30.0,23.0,3.0,10.0
2024/3/5,78.0,46.0,34.0,13.0,4.0,9.0
2024/3/6,104.0,45.0,33.0,16.0,4.0,8.0
2024/3/7,83.0,61.0,41.0,16.0,3.0,8.0
2024/3/8,137.0,66.0,42.0,22.0,4.0,6.0
2024/3/9,155.0,39.0,41.0,12.0,3.0,4.0
2024/3/10,95.0,49.0,29.0,26.0,3.0,6.0
2024/3/11,103.0,74.0,44.0,28.0,4.0,9.0
2024/3/12,154.0,42.0,40.0,20.0,3.0,5.0
2024/3/13,96.0,56.0,23.0,32.0,4.0,5.0
2024/3/14,105.0,40.0,42.0,23.0,3.0,4.0
2024/3/15,78.0,35.0,29.0,20.0,3.0,5.0
2024/3/16,84.0,63.0,33.0,16.0,3.0,6.0
2024/3/17,112.0,58.0,31.0,13.0,4.0,5.0
2024/3/18,72.0,73.0,39.0,17.0,5.0,6.0
2024/3/19,119.0,98.0,40.0,19.0,5.0,6.0
2024/3/20,97.0,61.0,59.0,16.0,4.0,6.0
2024/3/21,80.0,65.0,61.0,15.0,4.0,6.0
2024/3/22,85.0,72.0,31.0,34.0,5.0,8.0
2024/3/23,126.0,64.0,28.0,29.0,5.0,10.0
2024/3/24,147.0,40.0,27.0,19.0,3.0,6.0
2024/3/25,109.0,30.0,40.0,11.0,3.0,6.0
2024/3/26,86.0,31.0,46.0,13.0,3.0,5.0
2024/3/27,82.0,40.0,29.0,21.0,3.0,8.0
2024/3/28,108.0,51.0,56.0,22.0,4.0,8.0
2024/3/29,113.0,59.0,74.0,28.0,5.0,7.0
2024/3/30,113.0,63.0,45.0,17.0,4.0,8.0
2024/3/31,141.0,65.0,66.0,21.0,4.0,7.0
2024/4/1,118.0,28.0,38.0,18.0,4.0,7.0
2024/4/2,65.0,26.0,39.0,12.0,3.0,7.0
2024/4/3,72.0,39.0,48.0,12.0,4.0,6.0
2024/4/4,87.0,51.0,53.0,11.0,4.0,6.0
2024/4/5,104.0,38.0,39.0,11.0,3.0,5.0
2024/4/6,96.0,37.0,40.0,16.0,3.0,5.0
2024/4/7,95.0,29.0,38.0,18.0,3.0,6.0
2024/4/8,86.0,51.0,60.0,24.0,5.0,7.0
2024/4/9,119.0,55.0,56.0,14.0,4.0,6.0
2024/4/10,109.0,45.0,44.0,13.0,4.0,5.0
2024/4/11,78.0,26.0,24.0,17.0,3.0,6.0
2024/4/12,63.0,18.0,31.0,12.0,3.0,6.0
2024/4/13,65.0,21.0,33.0,11.0,3.0,5.0
2024/4/14,59.0,46.0,59.0,14.0,3.0,7.0
2024/4/15,119.0,37.0,44.0,17.0,3.0,6.0
2024/4/16,102.0,16.0,36.0,14.0,3.0,5.0
2024/4/17,49.0,76.0,34.0,18.0,5.0,8.0
2024/4/18,106.0,106.0,38.0,13.0,3.0,4.0
2024/4/19,115.0,46.0,53.0,10.0,4.0,6.0
2024/4/20,89.0,31.0,40.0,12.0,3.0,5.0
2024/4/21,74.0,32.0,35.0,14.0,4.0,5.0
2024/4/22,81.0,34.0,41.0,15.0,3.0,5.0
2024/4/23,95.0,38.0,53.0,15.0,4.0,6.0
2024/4/24,87.0,31.0,43.0,13.0,4.0,3.0
2024/4/25,58.0,37.0,45.0,9.0,3.0,3.0
2024/4/26,68.0,23.0,35.0,11.0,3.0,4.0
2024/4/27,66.0,24.0,30.0,13.0,3.0,4.0
2024/4/28,72.0,32.0,35.0,13.0,3.0,6.0
2024/4/29,97.0,32.0,42.0,14.0,4.0,5.0
2024/4/30,94.0,28.0,47.0,11.0,4.0,5.0
2024/5/1,85.0,30.0,42.0,10.0,4.0,3.0
2024/5/2,71.0,33.0,53.0,10.0,3.0,4.0
2024/5/3,72.0,37.0,39.0,10.0,3.0,3.0
2024/5/4,85.0,26.0,32.0,12.0,2.0,6.0
2024/5/5,84.0,44.0,74.0,14.0,3.0,7.0
2024/5/6,123.0,50.0,78.0,13.0,3.0,7.0
2024/5/7,125.0,34.0,50.0,12.0,4.0,5.0
2024/5/8,88.0,21.0,39.0,12.0,3.0,4.0
2024/5/9,55.0,28.0,61.0,9.0,3.0,3.0
2024/5/10,58.0,47.0,34.0,12.0,3.0,5.0
2024/5/11,102.0,57.0,44.0,9.0,3.0,5.0
2024/5/12,95.0,65.0,61.0,14.0,4.0,5.0
2024/5/13,78.0,40.0,83.0,12.0,4.0,3.0
2024/5/14,64.0,42.0,57.0,9.0,4.0,4.0
2024/5/15,73.0,32.0,64.0,14.0,4.0,3.0
2024/5/16,58.0,35.0,79.0,10.0,5.0,3.0
2024/5/17,83.0,34.0,61.0,6.0,3.0,3.0
2024/5/18,62.0,31.0,39.0,4.0,3.0,3.0
2024/5/19,57.0,26.0,36.0,4.0,2.0,3.0
2024/5/20,54.0,25.0,35.0,8.0,5.0,3.0
2024/5/21,58.0,35.0,47.0,9.0,4.0,3.0
2024/5/22,75.0,22.0,42.0,6.0,3.0,3.0
2024/5/23,54.0,19.0,42.0,4.0,3.0,3.0
2024/5/24,61.0,23.0,35.0,5.0,3.0,3.0
2024/5/25,64.0,29.0,68.0,7.0,3.0,5.0
2024/5/26,72.0,23.0,44.0,5.0,3.0,4.0
2024/5/27,67.0,17.0,54.0,6.0,3.0,3.0
2024/5/28,58.0,21.0,52.0,6.0,3.0,3.0
2024/5/29,54.0,37.0,70.0,8.0,3.0,4.0
2024/5/30,68.0,46.0,38.0,15.0,3.0,8.0
2024/5/31,127.0,45.0,58.0,13.0,3.0,6.0
2024/6/1,122.0,17.0,54.0,10.0,4.0,4.0
2024/6/2,55.0,38.0,115.0,15.0,4.0,4.0
2024/6/3,78.0,48.0,92.0,8.0,4.0,5.0
2024/6/4,104.0,29.0,45.0,9.0,3.0,4.0
2024/6/5,71.0,14.0,55.0,8.0,3.0,4.0
2024/6/6,51.0,19.0,46.0,9.0,3.0,4.0
2024/6/7,59.0,22.0,62.0,8.0,3.0,5.0
2024/6/8,68.0,30.0,102.0,12.0,4.0,4.0
2024/6/9,83.0,24.0,52.0,8.0,4.0,4.0
2024/6/10,67.0,15.0,45.0,7.0,3.0,4.0
2024/6/11,49.0,29.0,50.0,11.0,3.0,5.0
2024/6/12,87.0,48.0,73.0,10.0,3.0,5.0
2024/6/13,127.0,33.0,67.0,9.0,3.0,5.0
2024/6/14,99.0,25.0,66.0,10.0,3.0,5.0
2024/6/15,69.0,24.0,52.0,11.0,4.0,4.0
2024/6/16,69.0,16.0,46.0,8.0,3.0,4.0
2024/6/17,52.0,19.0,61.0,8.0,3.0,4.0
2024/6/18,55.0,20.0,35.0,10.0,3.0,5.0
2024/6/19,49.0,18.0,35.0,11.0,3.0,5.0
2024/6/20,63.0,32.0,14.0,22.0,3.0,7.0
2024/6/21,90.0,29.0,38.0,16.0,3.0,5.0
2024/6/22,89.0,19.0,38.0,9.0,3.0,4.0
2024/6/23,60.0,28.0,34.0,13.0,3.0,5.0
2024/6/24,81.0,30.0,40.0,13.0,3.0,4.0
2024/6/25,82.0,19.0,35.0,11.0,3.0,4.0
2024/6/26,65.0,12.0,28.0,11.0,3.0,4.0
2024/6/27,47.0,17.0,19.0,13.0,3.0,4.0
2024/6/28,56.0,26.0,34.0,9.0,3.0,4.0
2024/6/29,73.0,21.0,18.0,11.0,3.0,5.0
2024/6/30,53.0,31.0,42.0,10.0,3.0,5.0
2024/7/1,79.0,22.0,43.0,6.0,3.0,4.0
2024/7/2,62.0,21.0,79.0,8.0,3.0,5.0
2024/7/3,58.0,36.0,79.0,11.0,4.0,5.0
2024/7/4,82.0,48.0,14.0,19.0,4.0,6.0
2024/7/5,88.0,39.0,94.0,9.0,5.0,5.0
2024/7/6,84.0,42.0,79.0,9.0,4.0,4.0
2024/7/7,82.0,38.0,73.0,9.0,5.0,4.0
2024/7/8,81.0,38.0,74.0,10.0,4.0,4.0
2024/7/9,78.0,37.0,36.0,11.0,4.0,4.0
2024/7/10,75.0,21.0,42.0,10.0,3.0,5.0
2024/7/11,58.0,22.0,28.0,12.0,3.0,5.0
2024/7/12,72.0,36.0,34.0,14.0,3.0,5.0
2024/7/13,100.0,49.0,51.0,10.0,3.0,5.0
2024/7/14,130.0,36.0,57.0,16.0,3.0,5.0
2024/7/15,100.0,20.0,46.0,9.0,4.0,3.0
2024/7/16,57.0,32.0,77.0,8.0,5.0,3.0
2024/7/17,60.0,33.0,47.0,10.0,3.0,4.0
2024/7/18,73.0,35.0,87.0,12.0,4.0,4.0
2024/7/19,81.0,32.0,79.0,9.0,6.0,4.0
2024/7/20,72.0,33.0,85.0,9.0,5.0,4.0
2024/7/21,67.0,24.0,63.0,7.0,4.0,3.0
2024/7/22,51.0,20.0,42.0,6.0,4.0,3.0
2024/7/23,40.0,25.0,20.0,4.0,3.0,3.0
2024/7/24,36.0,27.0,21.0,3.0,2.0,2.0
2024/7/25,43.0,32.0,19.0,4.0,2.0,2.0
2024/7/26,55.0,26.0,25.0,2.0,2.0,2.0
2024/7/27,55.0,22.0,31.0,3.0,3.0,2.0
2024/7/28,54.0,18.0,43.0,5.0,3.0,2.0
2024/7/29,47.0,20.0,39.0,6.0,3.0,2.0
2024/7/30,49.0,28.0,76.0,7.0,4.0,3.0
2024/7/31,66.0,31.0,61.0,9.0,3.0,4.0
2024/8/1,65.0,42.0,123.0,10.0,4.0,4.0
2024/8/2,100.0,42.0,91.0,10.0,3.0,4.0
2024/8/3,109.0,31.0,72.0,8.0,3.0,3.0
2024/8/4,79.0,32.0,71.0,8.0,3.0,3.0
2024/8/5,86.0,31.0,43.0,6.0,3.0,2.0
2024/8/6,74.0,27.0,45.0,6.0,3.0,2.0
2024/8/7,76.0,36.0,80.0,10.0,3.0,4.0
2024/8/8,81.0,31.0,87.0,10.0,3.0,4.0
2024/8/9,69.0,37.0,92.0,7.0,3.0,4.0
2024/8/10,78.0,42.0,89.0,8.0,3.0,5.0
2024/8/11,85.0,43.0,71.0,11.0,3.0,6.0
2024/8/12,92.0,35.0,59.0,6.0,2.0,5.0
2024/8/13,84.0,18.0,48.0,6.0,2.0,3.0
2024/8/14,47.0,25.0,45.0,6.0,3.0,4.0
2024/8/15,62.0,31.0,33.0,6.0,3.0,3.0
2024/8/16,80.0,19.0,38.0,5.0,3.0,3.0
2024/8/17,55.0,15.0,32.0,5.0,3.0,3.0
2024/8/18,44.0,17.0,31.0,6.0,3.0,3.0
2024/8/19,39.0,24.0,61.0,6.0,3.0,4.0
2024/8/20,57.0,20.0,44.0,8.0,3.0,4.0
2024/8/21,49.0,34.0,97.0,7.0,3.0,6.0
2024/8/22,86.0,29.0,101.0,8.0,3.0,6.0
2024/8/23,71.0,29.0,48.0,5.0,3.0,5.0
2024/8/24,67.0,25.0,54.0,6.0,2.0,4.0
2024/8/25,64.0,21.0,49.0,6.0,2.0,3.0
2024/8/26,55.0,40.0,70.0,11.0,3.0,7.0
2024/8/27,82.0,27.0,35.0,8.0,3.0,8.0
2024/8/28,82.0,17.0,34.0,6.0,4.0,5.0
2024/8/29,50.0,27.0,50.0,8.0,3.0,6.0
2024/8/30,68.0,25.0,69.0,8.0,3.0,5.0
2024/8/31,63.0,33.0,91.0,7.0,3.0,5.0
2024/9/1,74.0,34.0,90.0,8.0,4.0,6.0
2024/9/2,79.0,23.0,31.0,8.0,3.0,5.0
2024/9/3,65.0,23.0,50.0,7.0,2.0,4.0
2024/9/4,60.0,21.0,45.0,6.0,3.0,3.0
2024/9/5,57.0,38.0,34.0,6.0,4.0,3.0
2024/9/6,84.0,41.0,38.0,6.0,4.0,3.0
2024/9/7,104.0,25.0,27.0,7.0,4.0,3.0
2024/9/8,72.0,19.0,26.0,7.0,3.0,3.0
2024/9/9,52.0,28.0,31.0,7.0,3.0,4.0
2024/9/10,72.0,12.0,18.0,5.0,2.0,3.0
2024/9/11,32.0,24.0,46.0,7.0,3.0,3.0
2024/9/12,61.0,17.0,33.0,6.0,3.0,3.0
2024/9/13,36.0,17.0,21.0,7.0,3.0,3.0
2024/9/14,46.0,21.0,28.0,3.0,3.0,3.0
2024/9/15,49.0,14.0,21.0,2.0,3.0,3.0
2024/9/16,40.0,19.0,22.0,4.0,2.0,3.0
2024/9/17,35.0,22.0,20.0,5.0,3.0,3.0
2024/9/18,42.0,25.0,11.0,4.0,2.0,3.0
2024/9/19,43.0,15.0,19.0,10.0,2.0,4.0
2024/9/20,44.0,20.0,28.0,8.0,3.0,4.0
2024/9/21,43.0,30.0,38.0,9.0,4.0,4.0
2024/9/22,50.0,26.0,41.0,10.0,3.0,4.0
2024/9/23,44.0,25.0,30.0,14.0,3.0,5.0
2024/9/24,53.0,17.0,22.0,16.0,2.0,5.0
2024/9/25,65.0,13.0,33.0,17.0,3.0,4.0
2024/9/26,48.0,24.0,57.0,10.0,4.0,4.0
2024/9/27,54.0,32.0,55.0,9.0,3.0,4.0
2024/9/28,69.0,31.0,38.0,8.0,3.0,3.0
2024/9/29,59.0,33.0,35.0,6.0,3.0,3.0
2024/9/30,70.0,18.0,34.0,6.0,3.0,3.0
2024/10/1,32.0,24.0,41.0,8.0,3.0,3.0
2024/10/2,43.0,20.0,41.0,7.0,3.0,3.0
2024/10/3,42.0,17.0,43.0,7.0,3.0,3.0
2024/10/4,42.0,18.0,38.0,7.0,3.0,3.0
2024/10/5,35.0,9.0,36.0,8.0,3.0,3.0
2024/10/6,29.0,11.0,40.0,8.0,3.0,3.0
2024/10/7,36.0,33.0,40.0,11.0,3.0,5.0
2024/10/8,96.0,31.0,43.0,14.0,3.0,4.0
2024/10/9,78.0,57.0,73.0,28.0,5.0,7.0
2024/10/10,132.0,61.0,71.0,23.0,4.0,6.0
2024/10/11,148.0,40.0,60.0,13.0,3.0,4.0
2024/10/12,113.0,18.0,47.0,12.0,3.0,3.0
2024/10/13,51.0,37.0,35.0,16.0,4.0,4.0
2024/10/14,66.0,44.0,33.0,16.0,3.0,6.0
