date,pm25,pm10,o3,no2,so2,co
2013/12/31,,121.0,29.0,57.0,30.0,14.0
2014/1/1,188.0,92.0,39.0,54.0,17.0,13.0
2014/1/2,170.0,105.0,21.0,55.0,32.0,12.0
2014/1/3,191.0,94.0,18.0,36.0,19.0,9.0
2014/1/4,176.0,53.0,13.0,37.0,13.0,7.0
2014/1/5,116.0,36.0,28.0,28.0,10.0,7.0
2014/1/6,83.0,48.0,28.0,34.0,7.0,7.0
2014/1/7,120.0,39.0,27.0,22.0,10.0,6.0
2014/1/8,106.0,52.0,26.0,16.0,10.0,5.0
2014/1/9,97.0,62.0,28.0,25.0,14.0,6.0
2014/1/10,120.0,51.0,25.0,23.0,9.0,6.0
2014/1/11,127.0,66.0,30.0,26.0,13.0,6.0
2014/1/12,152.0,46.0,26.0,18.0,13.0,5.0
2014/1/13,104.0,25.0,27.0,19.0,11.0,7.0
2014/1/14,76.0,34.0,29.0,19.0,9.0,3.0
2014/1/15,94.0,69.0,29.0,35.0,13.0,10.0
2014/1/16,156.0,79.0,15.0,46.0,20.0,13.0
2014/1/17,169.0,112.0,29.0,28.0,22.0,10.0
2014/1/18,207.0,89.0,34.0,35.0,19.0,10.0
2014/1/19,179.0,149.0,17.0,40.0,33.0,14.0
2014/1/20,226.0,73.0,26.0,20.0,17.0,5.0
2014/1/21,122.0,57.0,17.0,30.0,17.0,7.0
2014/1/22,132.0,41.0,29.0,24.0,9.0,4.0
2014/1/23,114.0,35.0,28.0,22.0,10.0,3.0
2014/1/24,95.0,79.0,34.0,26.0,13.0,7.0
2014/1/25,154.0,45.0,30.0,12.0,8.0,4.0
2014/1/26,89.0,26.0,29.0,21.0,6.0,3.0
2014/1/27,69.0,52.0,30.0,22.0,14.0,7.0
2014/1/28,127.0,57.0,26.0,24.0,7.0,5.0
2014/1/29,141.0,127.0,31.0,27.0,13.0,13.0
2014/1/30,230.0,107.0,47.0,12.0,9.0,8.0
2014/1/31,201.0,58.0,37.0,20.0,7.0,6.0
2014/2/1,140.0,132.0,30.0,21.0,6.0,16.0
2014/2/2,236.0,59.0,31.0,9.0,5.0,5.0
2014/2/3,124.0,38.0,34.0,5.0,7.0,3.0
2014/2/4,75.0,21.0,30.0,9.0,6.0,5.0
2014/2/5,64.0,10.0,26.0,11.0,4.0,4.0
2014/2/6,55.0,16.0,28.0,12.0,6.0,5.0
2014/2/7,61.0,41.0,29.0,12.0,8.0,6.0
2014/2/8,121.0,49.0,30.0,11.0,8.0,5.0
2014/2/9,126.0,31.0,27.0,12.0,5.0,5.0
2014/2/10,95.0,37.0,28.0,15.0,9.0,4.0
2014/2/11,111.0,30.0,28.0,19.0,7.0,5.0
2014/2/12,92.0,29.0,30.0,11.0,6.0,4.0
2014/2/13,84.0,50.0,34.0,17.0,8.0,5.0
2014/2/14,112.0,30.0,32.0,16.0,8.0,5.0
2014/2/15,84.0,23.0,27.0,21.0,3.0,3.0
2014/2/16,76.0,27.0,31.0,23.0,6.0,5.0
2014/2/17,95.0,24.0,33.0,13.0,3.0,4.0
2014/2/18,80.0,51.0,22.0,26.0,14.0,9.0
2014/2/19,134.0,96.0,33.0,36.0,28.0,11.0
2014/2/20,184.0,68.0,45.0,30.0,14.0,7.0
2014/2/21,159.0,53.0,37.0,20.0,7.0,4.0
2014/2/22,141.0,73.0,46.0,23.0,12.0,6.0
2014/2/23,163.0,70.0,27.0,32.0,6.0,6.0
2014/2/24,157.0,20.0,36.0,17.0,6.0,3.0
2014/2/25,73.0,40.0,33.0,26.0,3.0,7.0
2014/2/26,117.0,76.0,25.0,43.0,15.0,10.0
2014/2/27,166.0,71.0,27.0,22.0,4.0,8.0
2014/2/28,159.0,31.0,25.0,21.0,4.0,4.0
2014/3/1,88.0,59.0,42.0,21.0,10.0,6.0
2014/3/2,134.0,53.0,39.0,19.0,8.0,4.0
2014/3/3,100.0,35.0,21.0,26.0,5.0,4.0
2014/3/4,80.0,46.0,37.0,15.0,8.0,4.0
2014/3/5,107.0,35.0,32.0,15.0,6.0,4.0
2014/3/6,73.0,32.0,43.0,18.0,5.0,3.0
2014/3/7,79.0,50.0,42.0,18.0,6.0,4.0
2014/3/8,115.0,70.0,35.0,38.0,13.0,7.0
2014/3/9,155.0,112.0,42.0,43.0,17.0,10.0
2014/3/10,189.0,56.0,46.0,20.0,7.0,4.0
2014/3/11,128.0,40.0,31.0,24.0,5.0,5.0
2014/3/12,92.0,50.0,31.0,20.0,11.0,6.0
2014/3/13,105.0,76.0,37.0,39.0,18.0,7.0
2014/3/14,157.0,83.0,61.0,37.0,16.0,5.0
2014/3/15,156.0,79.0,61.0,33.0,10.0,5.0
2014/3/16,147.0,78.0,51.0,37.0,12.0,10.0
2014/3/17,155.0,121.0,60.0,49.0,16.0,11.0
2014/3/18,182.0,118.0,34.0,23.0,6.0,5.0
2014/3/19,157.0,67.0,42.0,20.0,8.0,5.0
2014/3/20,144.0,52.0,38.0,22.0,8.0,3.0
2014/3/21,86.0,60.0,55.0,30.0,8.0,3.0
2014/3/22,117.0,51.0,43.0,21.0,5.0,3.0
2014/3/23,93.0,47.0,35.0,23.0,6.0,3.0
2014/3/24,101.0,59.0,19.0,38.0,9.0,6.0
2014/3/25,140.0,72.0,35.0,35.0,11.0,9.0
2014/3/26,163.0,44.0,39.0,28.0,4.0,4.0
2014/3/27,113.0,38.0,37.0,22.0,5.0,5.0
2014/3/28,110.0,60.0,19.0,35.0,6.0,10.0
2014/3/29,153.0,78.0,52.0,27.0,13.0,8.0
2014/3/30,169.0,57.0,44.0,26.0,5.0,5.0
2014/3/31,143.0,52.0,45.0,22.0,4.0,4.0
2014/4/1,126.0,51.0,35.0,26.0,5.0,4.0
2014/4/2,125.0,51.0,55.0,23.0,6.0,3.0
2014/4/3,130.0,62.0,47.0,25.0,12.0,5.0
2014/4/4,118.0,76.0,44.0,30.0,12.0,5.0
2014/4/5,130.0,44.0,41.0,15.0,4.0,2.0
2014/4/6,70.0,44.0,42.0,18.0,4.0,4.0
2014/4/7,101.0,61.0,37.0,34.0,9.0,5.0
2014/4/8,145.0,64.0,51.0,25.0,5.0,5.0
2014/4/9,154.0,65.0,65.0,30.0,6.0,4.0
2014/4/10,143.0,60.0,43.0,21.0,3.0,3.0
2014/4/11,136.0,45.0,32.0,25.0,3.0,5.0
2014/4/12,120.0,42.0,44.0,15.0,4.0,4.0
2014/4/13,116.0,63.0,57.0,29.0,6.0,5.0
2014/4/14,152.0,54.0,55.0,25.0,5.0,3.0
2014/4/15,119.0,45.0,41.0,27.0,3.0,4.0
2014/4/16,109.0,104.0,11.0,47.0,12.0,12.0
2014/4/17,190.0,63.0,45.0,26.0,9.0,7.0
2014/4/18,140.0,26.0,41.0,15.0,2.0,4.0
2014/4/19,81.0,47.0,41.0,15.0,3.0,4.0
2014/4/20,107.0,49.0,38.0,23.0,3.0,4.0
2014/4/21,123.0,55.0,42.0,27.0,4.0,5.0
2014/4/22,133.0,70.0,52.0,39.0,7.0,7.0
2014/4/23,138.0,60.0,53.0,19.0,3.0,6.0
2014/4/24,132.0,47.0,51.0,14.0,3.0,3.0
2014/4/25,89.0,20.0,35.0,15.0,2.0,3.0
2014/4/26,69.0,49.0,29.0,23.0,4.0,8.0
2014/4/27,121.0,54.0,30.0,24.0,6.0,6.0
2014/4/28,133.0,72.0,65.0,29.0,14.0,8.0
2014/4/29,153.0,64.0,68.0,31.0,7.0,7.0
2014/4/30,150.0,84.0,95.0,23.0,8.0,6.0
2014/5/1,167.0,96.0,79.0,30.0,12.0,6.0
2014/5/2,161.0,67.0,47.0,17.0,6.0,4.0
2014/5/3,109.0,61.0,31.0,31.0,5.0,6.0
2014/5/4,127.0,59.0,52.0,20.0,7.0,3.0
2014/5/5,96.0,64.0,63.0,21.0,6.0,3.0
2014/5/6,105.0,66.0,69.0,20.0,7.0,4.0
2014/5/7,119.0,82.0,78.0,29.0,9.0,7.0
2014/5/8,155.0,54.0,48.0,19.0,5.0,5.0
2014/5/9,130.0,46.0,40.0,13.0,2.0,4.0
2014/5/10,122.0,32.0,26.0,14.0,3.0,5.0
2014/5/11,101.0,73.0,79.0,26.0,8.0,8.0
2014/5/12,165.0,66.0,65.0,26.0,7.0,6.0
2014/5/13,145.0,64.0,104.0,23.0,7.0,9.0
2014/5/14,147.0,73.0,72.0,28.0,7.0,7.0
2014/5/15,148.0,90.0,71.0,28.0,6.0,5.0
2014/5/16,139.0,56.0,54.0,15.0,2.0,6.0
2014/5/17,135.0,38.0,45.0,12.0,2.0,4.0
2014/5/18,94.0,46.0,36.0,18.0,2.0,5.0
2014/5/19,125.0,65.0,57.0,21.0,4.0,6.0
2014/5/20,152.0,81.0,110.0,24.0,7.0,8.0
2014/5/21,163.0,67.0,71.0,16.0,4.0,5.0
2014/5/22,141.0,36.0,47.0,13.0,2.0,3.0
2014/5/23,84.0,34.0,42.0,9.0,2.0,3.0
2014/5/24,83.0,65.0,35.0,22.0,5.0,8.0
2014/5/25,133.0,129.0,76.0,24.0,9.0,8.0
2014/5/26,175.0,139.0,96.0,29.0,9.0,7.0
2014/5/27,188.0,138.0,87.0,36.0,15.0,8.0
2014/5/28,169.0,113.0,92.0,39.0,14.0,6.0
2014/5/29,140.0,120.0,90.0,38.0,10.0,6.0
2014/5/30,158.0,66.0,65.0,12.0,4.0,5.0
2014/5/31,127.0,29.0,41.0,8.0,2.0,4.0
2014/6/1,82.0,47.0,39.0,12.0,3.0,7.0
2014/6/2,118.0,47.0,39.0,16.0,5.0,6.0
2014/6/3,124.0,61.0,38.0,20.0,7.0,6.0
2014/6/4,151.0,47.0,42.0,21.0,4.0,5.0
2014/6/5,120.0,51.0,49.0,18.0,3.0,5.0
2014/6/6,125.0,61.0,77.0,17.0,3.0,6.0
2014/6/7,135.0,44.0,39.0,13.0,2.0,5.0
2014/6/8,116.0,40.0,44.0,11.0,2.0,5.0
2014/6/9,92.0,37.0,29.0,13.0,2.0,4.0
2014/6/10,84.0,38.0,39.0,13.0,2.0,4.0
2014/6/11,85.0,60.0,59.0,23.0,5.0,6.0
2014/6/12,131.0,79.0,113.0,27.0,7.0,7.0
2014/6/13,160.0,96.0,130.0,30.0,8.0,8.0
2014/6/14,167.0,63.0,47.0,20.0,4.0,5.0
2014/6/15,130.0,31.0,38.0,12.0,2.0,5.0
2014/6/16,74.0,47.0,37.0,21.0,1.0,6.0
2014/6/17,118.0,32.0,44.0,17.0,2.0,5.0
2014/6/18,84.0,46.0,50.0,15.0,2.0,5.0
2014/6/19,105.0,37.0,35.0,22.0,1.0,6.0
2014/6/20,88.0,34.0,30.0,21.0,1.0,5.0
2014/6/21,94.0,24.0,36.0,14.0,1.0,4.0
2014/6/22,68.0,38.0,28.0,20.0,2.0,5.0
2014/6/23,93.0,50.0,69.0,17.0,3.0,6.0
2014/6/24,119.0,25.0,36.0,19.0,2.0,6.0
2014/6/25,69.0,18.0,34.0,23.0,1.0,7.0
2014/6/26,56.0,27.0,29.0,21.0,2.0,6.0
2014/6/27,61.0,73.0,64.0,32.0,4.0,9.0
2014/6/28,141.0,80.0,90.0,29.0,7.0,8.0
2014/6/29,163.0,59.0,49.0,23.0,4.0,6.0
2014/6/30,138.0,46.0,33.0,18.0,1.0,5.0
2014/7/1,108.0,48.0,27.0,21.0,1.0,8.0
2014/7/2,116.0,70.0,63.0,20.0,4.0,9.0
2014/7/3,148.0,46.0,47.0,20.0,2.0,7.0
2014/7/4,104.0,42.0,41.0,15.0,1.0,5.0
2014/7/5,82.0,51.0,51.0,15.0,3.0,9.0
2014/7/6,127.0,51.0,41.0,21.0,4.0,7.0
2014/7/7,110.0,31.0,35.0,12.0,2.0,4.0
2014/7/8,64.0,37.0,22.0,10.0,3.0,5.0
2014/7/9,70.0,83.0,93.0,23.0,5.0,9.0
2014/7/10,140.0,95.0,57.0,26.0,3.0,9.0
2014/7/11,168.0,65.0,71.0,26.0,1.0,8.0
2014/7/12,137.0,44.0,37.0,20.0,3.0,7.0
2014/7/13,97.0,67.0,86.0,20.0,3.0,7.0
2014/7/14,140.0,35.0,38.0,22.0,2.0,6.0
2014/7/15,85.0,59.0,44.0,32.0,5.0,7.0
2014/7/16,121.0,38.0,46.0,13.0,3.0,4.0
2014/7/17,57.0,33.0,36.0,11.0,3.0,3.0
2014/7/18,50.0,39.0,43.0,12.0,3.0,4.0
2014/7/19,55.0,36.0,48.0,12.0,4.0,4.0
2014/7/20,64.0,33.0,46.0,11.0,5.0,4.0
2014/7/21,52.0,30.0,47.0,11.0,3.0,5.0
2014/7/22,46.0,35.0,26.0,10.0,3.0,4.0
2014/7/23,41.0,45.0,28.0,8.0,2.0,3.0
2014/7/24,61.0,46.0,41.0,14.0,3.0,6.0
2014/7/25,77.0,76.0,51.0,19.0,5.0,8.0
2014/7/26,160.0,48.0,34.0,16.0,4.0,5.0
2014/7/27,117.0,46.0,86.0,19.0,4.0,8.0
2014/7/28,102.0,48.0,62.0,13.0,4.0,5.0
2014/7/29,93.0,28.0,29.0,8.0,3.0,4.0
2014/7/30,48.0,23.0,19.0,7.0,3.0,6.0
2014/7/31,32.0,16.0,23.0,7.0,2.0,4.0
2014/8/1,46.0,18.0,23.0,9.0,2.0,4.0
2014/8/2,42.0,59.0,78.0,16.0,4.0,7.0
2014/8/3,128.0,68.0,111.0,22.0,5.0,9.0
2014/8/4,145.0,47.0,66.0,12.0,3.0,5.0
2014/8/5,92.0,35.0,67.0,12.0,4.0,7.0
2014/8/6,63.0,27.0,34.0,10.0,3.0,4.0
2014/8/7,54.0,33.0,15.0,14.0,3.0,4.0
2014/8/8,59.0,32.0,16.0,20.0,2.0,4.0
2014/8/9,63.0,56.0,40.0,21.0,5.0,9.0
2014/8/10,126.0,40.0,51.0,14.0,4.0,6.0
2014/8/11,85.0,38.0,39.0,22.0,4.0,6.0
2014/8/12,75.0,53.0,50.0,12.0,3.0,5.0
2014/8/13,104.0,32.0,38.0,15.0,2.0,8.0
2014/8/14,60.0,38.0,34.0,22.0,4.0,6.0
2014/8/15,76.0,45.0,44.0,14.0,3.0,5.0
2014/8/16,95.0,29.0,33.0,16.0,2.0,6.0
2014/8/17,55.0,39.0,20.0,23.0,4.0,8.0
2014/8/18,87.0,21.0,29.0,22.0,2.0,6.0
2014/8/19,42.0,22.0,27.0,25.0,3.0,6.0
2014/8/20,50.0,55.0,82.0,25.0,5.0,8.0
2014/8/21,120.0,45.0,44.0,17.0,3.0,5.0
2014/8/22,95.0,54.0,52.0,17.0,4.0,6.0
2014/8/23,108.0,66.0,89.0,21.0,6.0,10.0
2014/8/24,132.0,53.0,70.0,15.0,5.0,8.0
2014/8/25,116.0,62.0,60.0,21.0,5.0,11.0
2014/8/26,117.0,44.0,38.0,22.0,4.0,7.0
2014/8/27,98.0,45.0,41.0,16.0,4.0,8.0
2014/8/28,99.0,45.0,26.0,24.0,4.0,8.0
2014/8/29,97.0,27.0,38.0,15.0,4.0,4.0
2014/8/30,57.0,28.0,34.0,14.0,3.0,4.0
2014/8/31,50.0,45.0,41.0,15.0,4.0,5.0
2014/9/1,87.0,54.0,70.0,19.0,6.0,6.0
2014/9/2,104.0,39.0,35.0,23.0,5.0,8.0
2014/9/3,91.0,83.0,97.0,23.0,13.0,11.0
2014/9/4,168.0,71.0,87.0,18.0,5.0,8.0
2014/9/5,154.0,48.0,59.0,13.0,4.0,6.0
2014/9/6,106.0,38.0,53.0,13.0,4.0,5.0
2014/9/7,81.0,45.0,62.0,16.0,5.0,5.0
2014/9/8,95.0,42.0,48.0,13.0,4.0,5.0
2014/9/9,84.0,50.0,44.0,13.0,5.0,5.0
2014/9/10,105.0,29.0,52.0,14.0,5.0,4.0
2014/9/11,38.0,37.0,41.0,15.0,4.0,5.0
2014/9/12,53.0,21.0,33.0,12.0,3.0,5.0
2014/9/13,43.0,29.0,36.0,8.0,3.0,4.0
2014/9/14,38.0,24.0,41.0,7.0,5.0,7.0
2014/9/15,40.0,41.0,50.0,12.0,4.0,5.0
2014/9/16,70.0,36.0,40.0,15.0,5.0,5.0
2014/9/17,48.0,28.0,35.0,16.0,4.0,5.0
2014/9/18,58.0,40.0,23.0,28.0,5.0,7.0
2014/9/19,95.0,51.0,40.0,25.0,8.0,8.0
2014/9/20,112.0,25.0,46.0,10.0,4.0,4.0
2014/9/21,38.0,32.0,42.0,9.0,3.0,5.0
2014/9/22,39.0,15.0,15.0,11.0,3.0,5.0
2014/9/23,42.0,33.0,26.0,16.0,4.0,9.0
2014/9/24,83.0,51.0,68.0,21.0,5.0,7.0
2014/9/25,121.0,62.0,64.0,18.0,4.0,6.0
2014/9/26,139.0,51.0,52.0,16.0,3.0,6.0
2014/9/27,102.0,35.0,48.0,13.0,3.0,5.0
2014/9/28,54.0,59.0,47.0,17.0,4.0,7.0
2014/9/29,109.0,28.0,41.0,9.0,4.0,5.0
2014/9/30,61.0,39.0,43.0,15.0,4.0,5.0
2014/10/1,73.0,60.0,88.0,19.0,5.0,11.0
2014/10/2,117.0,56.0,56.0,11.0,4.0,7.0
2014/10/3,122.0,35.0,50.0,6.0,3.0,8.0
2014/10/4,66.0,50.0,52.0,12.0,3.0,7.0
2014/10/5,90.0,55.0,51.0,14.0,4.0,7.0
2014/10/6,106.0,44.0,53.0,16.0,4.0,6.0
2014/10/7,88.0,38.0,46.0,19.0,5.0,5.0
2014/10/8,74.0,37.0,51.0,17.0,4.0,5.0
2014/10/9,77.0,46.0,60.0,16.0,4.0,8.0
2014/10/10,92.0,49.0,45.0,9.0,3.0,5.0
2014/10/11,99.0,52.0,49.0,6.0,4.0,5.0
2014/10/12,89.0,63.0,41.0,10.0,5.0,6.0
2014/10/13,92.0,63.0,42.0,23.0,11.0,7.0
2014/10/14,121.0,87.0,64.0,43.0,18.0,10.0
2014/10/15,167.0,101.0,64.0,46.0,11.0,9.0
2014/10/16,165.0,49.0,39.0,24.0,5.0,4.0
2014/10/17,65.0,37.0,41.0,21.0,4.0,4.0
2014/10/18,57.0,45.0,47.0,16.0,4.0,4.0
2014/10/19,67.0,68.0,80.0,29.0,5.0,6.0
2014/10/20,127.0,76.0,32.0,33.0,5.0,8.0
2014/10/21,135.0,53.0,43.0,16.0,8.0,5.0
2014/10/22,124.0,52.0,44.0,24.0,4.0,5.0
2014/10/23,105.0,48.0,52.0,29.0,4.0,4.0
2014/10/24,89.0,46.0,55.0,27.0,4.0,4.0
2014/10/25,84.0,64.0,60.0,32.0,5.0,6.0
2014/10/26,136.0,59.0,37.0,17.0,6.0,5.0
2014/10/27,122.0,48.0,41.0,18.0,4.0,4.0
2014/10/28,67.0,47.0,30.0,32.0,4.0,5.0
2014/10/29,81.0,52.0,19.0,34.0,6.0,6.0
2014/10/30,119.0,48.0,14.0,34.0,4.0,10.0
2014/10/31,128.0,61.0,13.0,24.0,5.0,10.0
2014/11/1,150.0,57.0,34.0,18.0,6.0,6.0
2014/11/2,138.0,53.0,36.0,22.0,10.0,5.0
2014/11/3,103.0,54.0,43.0,32.0,7.0,6.0
2014/11/4,107.0,51.0,46.0,29.0,7.0,4.0
2014/11/5,100.0,95.0,63.0,34.0,10.0,9.0
2014/11/6,183.0,57.0,38.0,17.0,7.0,5.0
2014/11/7,112.0,37.0,27.0,20.0,5.0,4.0
2014/11/8,85.0,42.0,41.0,17.0,8.0,5.0
2014/11/9,107.0,62.0,42.0,21.0,9.0,7.0
2014/11/10,154.0,59.0,35.0,37.0,12.0,6.0
2014/11/11,136.0,102.0,27.0,32.0,14.0,11.0
2014/11/12,189.0,60.0,29.0,25.0,11.0,5.0
2014/11/13,99.0,67.0,34.0,45.0,14.0,6.0
2014/11/14,127.0,57.0,38.0,32.0,8.0,5.0
2014/11/15,108.0,58.0,21.0,27.0,5.0,6.0
2014/11/16,151.0,93.0,39.0,27.0,13.0,8.0
2014/11/17,189.0,62.0,37.0,27.0,11.0,7.0
2014/11/18,152.0,46.0,35.0,30.0,8.0,5.0
2014/11/19,104.0,49.0,34.0,32.0,6.0,4.0
2014/11/20,99.0,52.0,36.0,30.0,6.0,4.0
2014/11/21,107.0,69.0,19.0,37.0,6.0,7.0
2014/11/22,150.0,43.0,27.0,22.0,5.0,4.0
2014/11/23,107.0,35.0,24.0,20.0,5.0,4.0
2014/11/24,91.0,44.0,25.0,17.0,5.0,6.0
2014/11/25,95.0,60.0,25.0,32.0,8.0,7.0
2014/11/26,129.0,46.0,34.0,31.0,6.0,4.0
2014/11/27,76.0,55.0,19.0,25.0,6.0,9.0
2014/11/28,142.0,50.0,30.0,27.0,6.0,7.0
2014/11/29,116.0,39.0,19.0,20.0,5.0,9.0
2014/11/30,112.0,83.0,23.0,17.0,12.0,7.0
2014/12/1,137.0,61.0,19.0,27.0,15.0,7.0
2014/12/2,117.0,68.0,9.0,37.0,15.0,8.0
2014/12/3,150.0,80.0,16.0,34.0,24.0,10.0
2014/12/4,170.0,76.0,19.0,34.0,26.0,8.0
2014/12/5,156.0,79.0,18.0,44.0,26.0,10.0
2014/12/6,161.0,75.0,15.0,49.0,17.0,9.0
2014/12/7,147.0,87.0,27.0,30.0,18.0,8.0
2014/12/8,179.0,39.0,25.0,24.0,8.0,4.0
2014/12/9,98.0,57.0,5.0,39.0,14.0,7.0
2014/12/10,126.0,88.0,20.0,23.0,11.0,7.0
2014/12/11,160.0,88.0,15.0,31.0,21.0,8.0
2014/12/12,161.0,82.0,16.0,36.0,27.0,10.0
2014/12/13,161.0,89.0,18.0,45.0,21.0,12.0
2014/12/14,166.0,81.0,10.0,44.0,17.0,9.0
2014/12/15,161.0,100.0,17.0,27.0,22.0,8.0
2014/12/16,149.0,71.0,18.0,29.0,21.0,8.0
2014/12/17,134.0,87.0,16.0,45.0,14.0,11.0
2014/12/18,149.0,67.0,5.0,44.0,13.0,9.0
2014/12/19,144.0,67.0,23.0,30.0,16.0,8.0
2014/12/20,136.0,68.0,13.0,29.0,22.0,9.0
2014/12/21,147.0,78.0,15.0,38.0,24.0,10.0
2014/12/22,158.0,71.0,22.0,38.0,14.0,9.0
2014/12/23,141.0,101.0,17.0,48.0,28.0,14.0
2014/12/24,191.0,40.0,26.0,20.0,10.0,6.0
2014/12/25,96.0,32.0,24.0,22.0,8.0,5.0
2014/12/26,86.0,33.0,23.0,24.0,10.0,5.0
2014/12/27,85.0,59.0,19.0,39.0,15.0,8.0
2014/12/28,134.0,,,,,
2014/12/31,,55.0,24.0,19.0,15.0,6.0
2015/1/1,126.0,73.0,16.0,40.0,26.0,10.0
2015/1/2,163.0,89.0,20.0,44.0,19.0,11.0
2015/1/3,173.0,100.0,14.0,68.0,23.0,13.0
2015/1/4,187.0,74.0,20.0,49.0,13.0,8.0
2015/1/5,158.0,78.0,25.0,23.0,11.0,9.0
2015/1/6,147.0,44.0,25.0,21.0,11.0,5.0
2015/1/7,111.0,64.0,21.0,35.0,21.0,10.0
2015/1/8,157.0,116.0,18.0,64.0,27.0,16.0
2015/1/9,205.0,130.0,22.0,69.0,30.0,19.0
2015/1/10,222.0,136.0,33.0,57.0,37.0,16.0
2015/1/11,245.0,29.0,26.0,16.0,8.0,5.0
2015/1/12,76.0,24.0,19.0,24.0,7.0,4.0
2015/1/13,74.0,19.0,21.0,21.0,5.0,5.0
2015/1/14,81.0,58.0,13.0,26.0,9.0,8.0
2015/1/15,162.0,84.0,18.0,32.0,12.0,10.0
2015/1/16,182.0,66.0,24.0,18.0,11.0,8.0
2015/1/17,151.0,71.0,25.0,37.0,13.0,8.0
2015/1/18,147.0,105.0,23.0,39.0,21.0,11.0
2015/1/19,164.0,62.0,30.0,28.0,8.0,5.0
2015/1/20,103.0,90.0,21.0,39.0,15.0,9.0
2015/1/21,172.0,90.0,10.0,27.0,15.0,12.0
2015/1/22,191.0,82.0,31.0,34.0,12.0,9.0
2015/1/23,181.0,87.0,31.0,41.0,10.0,10.0
2015/1/24,178.0,97.0,26.0,39.0,8.0,12.0
2015/1/25,188.0,86.0,28.0,29.0,9.0,10.0
2015/1/26,181.0,51.0,29.0,17.0,9.0,7.0
2015/1/27,125.0,28.0,23.0,17.0,8.0,4.0
2015/1/28,78.0,15.0,21.0,23.0,6.0,4.0
2015/1/29,68.0,58.0,23.0,21.0,10.0,7.0
2015/1/30,153.0,40.0,28.0,21.0,12.0,6.0
2015/1/31,110.0,31.0,24.0,23.0,13.0,5.0
2015/2/1,80.0,30.0,17.0,28.0,8.0,5.0
2015/2/2,92.0,43.0,14.0,36.0,10.0,5.0
2015/2/3,118.0,113.0,30.0,38.0,29.0,12.0
2015/2/4,229.0,78.0,30.0,30.0,18.0,9.0
2015/2/5,177.0,66.0,24.0,45.0,16.0,10.0
2015/2/6,160.0,82.0,29.0,50.0,15.0,11.0
2015/2/7,178.0,53.0,32.0,15.0,10.0,7.0
2015/2/8,113.0,35.0,29.0,18.0,9.0,6.0
2015/2/9,99.0,53.0,32.0,34.0,10.0,8.0
2015/2/10,146.0,66.0,38.0,41.0,12.0,9.0
2015/2/11,158.0,123.0,32.0,36.0,23.0,13.0
2015/2/12,222.0,47.0,47.0,24.0,9.0,6.0
2015/2/13,131.0,58.0,58.0,19.0,7.0,6.0
2015/2/14,137.0,58.0,30.0,28.0,6.0,7.0
2015/2/15,142.0,83.0,25.0,20.0,6.0,12.0
2015/2/16,179.0,105.0,45.0,23.0,9.0,11.0
2015/2/17,188.0,79.0,40.0,18.0,10.0,8.0
2015/2/18,143.0,30.0,37.0,8.0,8.0,4.0
2015/2/19,76.0,20.0,35.0,7.0,5.0,4.0
2015/2/20,68.0,48.0,23.0,13.0,5.0,8.0
2015/2/21,131.0,90.0,33.0,14.0,7.0,10.0
2015/2/22,186.0,92.0,37.0,12.0,7.0,6.0
2015/2/23,138.0,77.0,38.0,13.0,6.0,7.0
2015/2/24,127.0,31.0,31.0,21.0,5.0,6.0
2015/2/25,83.0,52.0,33.0,15.0,5.0,6.0
2015/2/26,127.0,32.0,36.0,14.0,6.0,5.0
2015/2/27,80.0,16.0,28.0,16.0,5.0,5.0
2015/2/28,68.0,60.0,35.0,18.0,10.0,8.0
2015/3/1,152.0,82.0,53.0,26.0,10.0,9.0
2015/3/2,177.0,70.0,33.0,20.0,8.0,8.0
2015/3/3,158.0,44.0,32.0,11.0,8.0,5.0
2015/3/4,78.0,33.0,30.0,12.0,6.0,5.0
2015/3/5,71.0,34.0,34.0,18.0,7.0,6.0
2015/3/6,91.0,34.0,39.0,20.0,8.0,5.0
2015/3/7,102.0,29.0,23.0,25.0,6.0,7.0
2015/3/8,88.0,40.0,33.0,14.0,6.0,6.0
2015/3/9,109.0,37.0,35.0,13.0,7.0,5.0
2015/3/10,78.0,52.0,34.0,33.0,11.0,7.0
2015/3/11,123.0,70.0,65.0,34.0,8.0,9.0
2015/3/12,155.0,88.0,43.0,43.0,11.0,10.0
2015/3/13,167.0,84.0,43.0,27.0,9.0,12.0
2015/3/14,174.0,51.0,43.0,15.0,8.0,10.0
2015/3/15,139.0,31.0,36.0,17.0,11.0,8.0
2015/3/16,94.0,38.0,34.0,19.0,6.0,8.0
2015/3/17,102.0,51.0,23.0,23.0,6.0,10.0
2015/3/18,130.0,65.0,33.0,24.0,9.0,9.0
2015/3/19,155.0,59.0,37.0,27.0,5.0,6.0
2015/3/20,151.0,81.0,41.0,37.0,8.0,11.0
2015/3/21,167.0,86.0,44.0,30.0,9.0,9.0
2015/3/22,132.0,73.0,33.0,17.0,7.0,4.0
2015/3/23,79.0,37.0,40.0,14.0,6.0,4.0
2015/3/24,61.0,36.0,44.0,13.0,6.0,4.0
2015/3/25,70.0,40.0,51.0,13.0,5.0,4.0
2015/3/26,79.0,30.0,43.0,18.0,3.0,5.0
2015/3/27,89.0,68.0,64.0,36.0,6.0,9.0
2015/3/28,153.0,75.0,79.0,29.0,9.0,9.0
